Geneid,SRR15679346,SRR15679347,SRR15679348,SRR15679349
ENSMUSG00000099293,0,0,0,0
ENSMUSG00000116557,5,7,12,9
ENSMUSG00000090777,0,0,0,0
ENSMUSG00000060166,1412,1187,686,632
ENSMUSG00000035258,23,14,18,10
ENSMUSG00000022757,2597,2254,2182,2002
ENSMUSG00000022755,0,0,0,0
ENSMUSG00000082485,0,0,0,0
ENSMUSG00000022754,2,3,8,4
ENSMUSG00000084999,0,0,0,0
ENSMUSG00000083467,0,0,0,0
ENSMUSG00000109588,71,29,166,128
ENSMUSG00000116866,0,0,0,0
ENSMUSG00000046748,0,0,0,0
ENSMUSG00000022752,3796,3037,3561,3207
ENSMUSG00000022751,732,611,645,646
ENSMUSG00000097876,84,72,25,16
ENSMUSG00000022749,3227,2379,2641,2905
ENSMUSG00000116675,0,0,0,0
ENSMUSG00000022753,18,13,4,17
ENSMUSG00000097896,0,0,0,0
ENSMUSG00000022748,199,167,178,109
ENSMUSG00000116877,0,0,0,0
ENSMUSG00000116789,0,0,0,0
ENSMUSG00000043336,155,78,279,182
ENSMUSG00000068196,60,20,303,131
ENSMUSG00000116873,0,0,0,0
ENSMUSG00000116788,0,0,0,0
ENSMUSG00000116920,0,0,0,0
ENSMUSG00000119068,0,0,0,0
ENSMUSG00000040785,8258,4933,10240,6951
ENSMUSG00000116630,0,0,0,0
ENSMUSG00000104285,0,0,0,0
ENSMUSG00000116770,0,0,0,0
ENSMUSG00000116717,0,0,0,0
ENSMUSG00000104456,0,0,0,0
ENSMUSG00000075829,0,0,0,0
ENSMUSG00000116589,34,22,15,26
ENSMUSG00000035107,817,900,815,769
ENSMUSG00000022898,838,819,680,658
ENSMUSG00000022897,4692,3608,3121,3081
ENSMUSG00000081692,6,6,1,2
ENSMUSG00000116822,0,0,0,4
ENSMUSG00000022747,40,39,58,30
ENSMUSG00000116914,0,0,0,0
ENSMUSG00000075002,0,0,0,0
ENSMUSG00000055789,0,0,0,0
ENSMUSG00000116579,0,3,0,0
ENSMUSG00000043301,52,16,89,89
ENSMUSG00002076843,0,0,0,0
ENSMUSG00000116667,0,0,0,0
ENSMUSG00000116601,0,0,0,0
ENSMUSG00000116720,0,0,0,0
ENSMUSG00000022742,1139,1029,681,771
ENSMUSG00000047293,1,0,0,0
ENSMUSG00000022744,2405,2296,1503,1670
ENSMUSG00002074921,0,0,0,0
ENSMUSG00000077595,0,0,0,0
ENSMUSG00000071510,0,0,0,0
ENSMUSG00000049362,2,0,0,0
ENSMUSG00000060663,0,0,0,0
ENSMUSG00000063137,0,0,0,0
ENSMUSG00000044029,0,0,0,0
ENSMUSG00000090629,0,0,0,0
ENSMUSG00000062609,0,0,0,12
ENSMUSG00000090951,0,0,0,0
ENSMUSG00000116716,0,0,0,0
ENSMUSG00000108535,0,0,0,0
ENSMUSG00000062105,0,0,0,0
ENSMUSG00000108537,0,0,0,0
ENSMUSG00000108451,0,0,0,0
ENSMUSG00000047960,0,0,0,0
ENSMUSG00000043357,0,0,0,0
ENSMUSG00000108565,0,0,0,0
ENSMUSG00000064006,0,0,0,0
ENSMUSG00000094539,0,0,0,0
ENSMUSG00000108464,0,0,0,0
ENSMUSG00000060057,0,0,0,0
ENSMUSG00000063020,0,0,0,0
ENSMUSG00000062608,0,0,0,0
ENSMUSG00000096695,0,0,0,0
ENSMUSG00000109020,0,0,0,0
ENSMUSG00000052537,0,0,0,0
ENSMUSG00000074996,0,0,0,0
ENSMUSG00000109537,0,0,0,0
ENSMUSG00000074995,0,0,0,0
ENSMUSG00000048810,0,0,0,0
ENSMUSG00000068182,0,0,0,0
ENSMUSG00000095928,0,0,0,0
ENSMUSG00000094422,0,0,0,0
ENSMUSG00000066257,0,0,0,0
ENSMUSG00000095706,0,2,0,0
ENSMUSG00000074991,448,275,1608,1084
ENSMUSG00000099983,14,5,2,2
ENSMUSG00000022724,721,607,598,508
ENSMUSG00000022723,1339,635,2125,1537
ENSMUSG00000040732,2,6,110,56
ENSMUSG00000022722,7603,7560,5364,5290
ENSMUSG00000116894,1,0,4,0
ENSMUSG00000022895,223,175,197,159
ENSMUSG00000117167,0,0,0,0
ENSMUSG00000055540,18,4,37,24
ENSMUSG00000117232,2,0,0,0
ENSMUSG00000005262,2274,1901,2097,1863
ENSMUSG00000104172,0,0,0,0
ENSMUSG00002075313,0,0,0,0
ENSMUSG00000087636,0,0,0,0
ENSMUSG00000085329,0,0,0,0
ENSMUSG00000089685,1,0,0,0
ENSMUSG00000085903,0,0,0,0
ENSMUSG00000097963,0,0,0,0
ENSMUSG00000116853,0,0,0,0
ENSMUSG00002075526,0,0,0,0
ENSMUSG00000090882,0,0,0,0
ENSMUSG00000071632,665,520,500,509
ENSMUSG00000089001,0,0,0,0
ENSMUSG00000091459,0,0,0,0
ENSMUSG00000116956,0,0,0,0
ENSMUSG00002076181,0,0,0,0
ENSMUSG00000092029,2,0,10,4
ENSMUSG00000090448,0,0,0,0
ENSMUSG00000116619,0,0,0,0
ENSMUSG00000118558,0,0,0,0
ENSMUSG00000099908,0,0,0,0
ENSMUSG00000022913,651,558,388,282
ENSMUSG00000070173,0,0,0,0
ENSMUSG00000116962,0,0,0,0
ENSMUSG00000085783,603,549,421,354
ENSMUSG00000022706,722,642,536,473
ENSMUSG00000050312,522,421,483,431
ENSMUSG00000022911,3821,3529,2342,2773
ENSMUSG00000076424,2,0,0,0
ENSMUSG00000047854,20,24,0,0
ENSMUSG00000022912,179,119,180,138
ENSMUSG00000116574,0,0,0,0
ENSMUSG00000116612,0,0,0,0
ENSMUSG00000116871,0,0,0,0
ENSMUSG00000116752,0,0,0,0
ENSMUSG00000022702,400,320,274,321
ENSMUSG00000082130,2,0,2,0
ENSMUSG00000083658,4,0,0,0
ENSMUSG00000105028,2,0,0,0
ENSMUSG00000060811,0,0,0,0
ENSMUSG00000105906,0,0,0,0
ENSMUSG00000106668,0,0,0,0
ENSMUSG00000105547,0,0,0,0
ENSMUSG00000106405,0,0,0,0
ENSMUSG00000105231,0,0,0,0
ENSMUSG00000076934,0,0,0,0
ENSMUSG00000106444,0,0,0,0
ENSMUSG00000106039,0,0,0,0
ENSMUSG00000105066,0,0,0,0
ENSMUSG00000076937,0,0,0,0
ENSMUSG00000104975,0,0,0,0
ENSMUSG00000105128,0,0,2,0
ENSMUSG00000076939,0,0,0,0
ENSMUSG00000105160,0,0,0,0
ENSMUSG00000076940,0,0,0,0
ENSMUSG00000050742,0,0,0,0
ENSMUSG00000089036,0,0,0,0
ENSMUSG00002075049,0,0,0,0
ENSMUSG00000050158,0,0,0,0
ENSMUSG00000077172,0,0,0,0
ENSMUSG00000056822,0,0,0,0
ENSMUSG00000045341,0,0,0,0
ENSMUSG00000061361,0,0,0,0
ENSMUSG00000068535,0,0,0,0
ENSMUSG00000052504,340,139,720,537
ENSMUSG00000088992,0,0,0,0
ENSMUSG00000116722,0,0,0,0
ENSMUSG00000062245,0,0,0,0
ENSMUSG00000068167,0,0,0,0
ENSMUSG00000060480,0,0,0,0
ENSMUSG00000116790,0,0,0,0
ENSMUSG00000059920,1547,1397,1316,1250
ENSMUSG00000047141,7676,6243,4761,6540
ENSMUSG00000041247,44,28,30,44
ENSMUSG00000097945,2,0,0,0
ENSMUSG00000054604,4352,3562,3163,3054
ENSMUSG00000097999,0,0,2,0
ENSMUSG00000116811,3,0,2,2
ENSMUSG00002076385,0,0,0,0
ENSMUSG00000050783,0,0,0,0
ENSMUSG00000089178,0,0,0,0
ENSMUSG00000116833,0,0,0,0
ENSMUSG00000116687,0,0,0,0
ENSMUSG00002075473,0,0,0,0
ENSMUSG00000116699,0,0,0,0
ENSMUSG00000022686,58,22,92,35
ENSMUSG00000116980,10,2,2,4
ENSMUSG00000075330,2466,2443,2040,2001
ENSMUSG00000004842,0,0,0,0
ENSMUSG00000116712,333,296,2,9
ENSMUSG00002075497,0,0,0,0
ENSMUSG00000004843,879,723,859,691
ENSMUSG00000043008,28,50,61,30
ENSMUSG00000116578,0,0,0,0
ENSMUSG00000116622,0,0,10,0
ENSMUSG00000091243,4,0,21,8
ENSMUSG00000116631,0,0,0,0
ENSMUSG00000116671,0,0,0,0
ENSMUSG00002074945,0,0,0,0
ENSMUSG00000119593,0,0,0,0
ENSMUSG00000062901,4672,3278,4070,4139
ENSMUSG00000064115,9452,6744,7341,7620
ENSMUSG00000092599,123,70,1,0
ENSMUSG00000045178,0,0,0,0
ENSMUSG00000116904,6,4,8,9
ENSMUSG00000082823,13,16,4,9
ENSMUSG00000116575,2,0,0,0
ENSMUSG00000116666,0,0,0,0
ENSMUSG00000116711,0,0,0,0
ENSMUSG00000116638,0,0,0,0
ENSMUSG00000089385,0,0,0,0
ENSMUSG00000116859,4,2,24,14
ENSMUSG00000022914,8900,6095,6328,7119
ENSMUSG00000116562,4,4,0,0
ENSMUSG00002076891,0,0,0,0
ENSMUSG00000116931,0,0,0,0
ENSMUSG00000107073,0,0,0,0
ENSMUSG00000063163,0,0,0,0
ENSMUSG00000116588,0,0,0,0
ENSMUSG00000116531,0,0,0,0
ENSMUSG00000116794,0,0,0,0
ENSMUSG00000116650,0,0,0,0
ENSMUSG00000085884,58,23,0,0
ENSMUSG00002075672,0,0,0,0
ENSMUSG00000117289,4,0,0,2
ENSMUSG00000117270,0,0,0,0
ENSMUSG00000040681,36716,38335,21358,20040
ENSMUSG00000023147,1651,1440,1563,1396
ENSMUSG00000117129,29,20,0,0
ENSMUSG00000022707,863,751,548,533
ENSMUSG00000116792,0,0,0,0
ENSMUSG00000116758,0,0,0,0
ENSMUSG00000116742,0,0,0,0
ENSMUSG00000116800,0,0,0,0
ENSMUSG00000116750,0,0,0,0
ENSMUSG00000119019,0,0,0,0
ENSMUSG00000116791,0,0,0,0
ENSMUSG00000116759,0,0,0,0
ENSMUSG00000116982,0,0,0,0
ENSMUSG00000065924,0,0,0,0
ENSMUSG00000116664,0,0,0,0
ENSMUSG00000116966,0,0,0,0
ENSMUSG00000116901,0,0,0,0
ENSMUSG00000116769,0,0,0,0
ENSMUSG00000045275,346,190,157,194
ENSMUSG00000022883,229,136,386,187
ENSMUSG00000040666,22,10,22,15
ENSMUSG00000116910,0,0,0,0
ENSMUSG00000041215,2487,1758,1885,1933
ENSMUSG00000074892,40,36,119,84
ENSMUSG00000084838,327,223,155,139
ENSMUSG00000116976,0,0,0,0
ENSMUSG00000064830,0,0,0,0
ENSMUSG00000116746,0,0,0,0
ENSMUSG00000116806,0,0,0,0
ENSMUSG00000041205,62,38,112,96
ENSMUSG00000116642,0,0,0,0
ENSMUSG00000116913,0,0,0,0
ENSMUSG00000000159,0,0,1,1
ENSMUSG00000033918,1168,1067,881,908
ENSMUSG00000117081,0,0,0,0
ENSMUSG00000022818,0,0,0,0
ENSMUSG00000000157,0,0,0,0
ENSMUSG00000117039,0,0,0,0
ENSMUSG00000090223,214,163,440,315
ENSMUSG00000022822,5529,4043,5151,4844
ENSMUSG00000093649,0,0,0,0
ENSMUSG00002076542,0,0,0,0
ENSMUSG00000093381,0,0,0,0
ENSMUSG00000050272,1898,1209,3317,3015
ENSMUSG00000117179,11,0,8,7
ENSMUSG00000117000,13,8,0,0
ENSMUSG00000117324,6,0,0,0
ENSMUSG00000003235,1965,1691,1396,1106
ENSMUSG00000052516,1207,494,2226,1610
ENSMUSG00000086837,10,0,0,3
ENSMUSG00002075424,0,0,0,0
ENSMUSG00000089033,0,0,0,0
ENSMUSG00000116902,2,0,4,0
ENSMUSG00000116740,0,0,4,0
ENSMUSG00000116832,0,0,4,0
ENSMUSG00000116824,0,0,0,0
ENSMUSG00000104758,0,0,0,0
ENSMUSG00000116663,0,0,0,0
ENSMUSG00000088392,0,0,0,0
ENSMUSG00000116881,0,0,2,0
ENSMUSG00000098143,0,0,0,0
ENSMUSG00000116809,0,0,0,0
ENSMUSG00000116698,0,0,0,0
ENSMUSG00000116867,0,0,0,0
ENSMUSG00000032948,0,0,0,0
ENSMUSG00000003233,3837,2554,2597,2547
ENSMUSG00000032940,66,50,55,101
ENSMUSG00000032932,911,690,1105,983
ENSMUSG00000080750,0,0,0,0
ENSMUSG00002075854,0,0,0,0
ENSMUSG00000081250,0,0,0,0
ENSMUSG00000022876,1191,838,2000,1542
ENSMUSG00000087214,0,0,0,0
ENSMUSG00000116695,0,0,0,0
ENSMUSG00000077197,0,0,0,0
ENSMUSG00000098089,0,0,0,0
ENSMUSG00000022841,20005,17847,13224,11661
ENSMUSG00000022938,0,0,0,0
ENSMUSG00000080797,57,36,6,15
ENSMUSG00000048490,6080,4324,4987,4164
ENSMUSG00000116968,0,0,3,4
ENSMUSG00000050299,49,55,27,36
ENSMUSG00000109338,0,0,0,0
ENSMUSG00000116701,0,0,2,0
ENSMUSG00000108903,0,0,0,0
ENSMUSG00000109333,0,0,0,2
ENSMUSG00000100857,0,0,0,0
ENSMUSG00000102036,0,0,0,0
ENSMUSG00000116807,0,0,0,0
ENSMUSG00000022867,1140,886,823,885
ENSMUSG00000003234,2528,2451,1570,1639
ENSMUSG00000116942,0,2,0,0
ENSMUSG00000116604,33,20,24,31
ENSMUSG00000116538,0,0,0,0
ENSMUSG00000116808,0,0,0,0
ENSMUSG00000116609,0,0,0,0
ENSMUSG00000077451,0,0,0,0
ENSMUSG00000116798,0,0,0,0
ENSMUSG00000046613,106,74,63,106
ENSMUSG00000022865,1478,1083,1374,1212
ENSMUSG00000116764,0,0,0,0
ENSMUSG00000080669,0,0,0,0
ENSMUSG00000022863,448,387,210,178
ENSMUSG00000116707,2,4,6,2
ENSMUSG00000064862,0,0,0,0
ENSMUSG00000116539,0,0,0,0
ENSMUSG00000116959,0,0,0,0
ENSMUSG00000022864,1158,1005,1013,1058
ENSMUSG00000116628,4,2,0,0
ENSMUSG00000119938,0,0,0,0
ENSMUSG00000116786,0,0,0,0
ENSMUSG00000116730,0,0,0,0
ENSMUSG00000022860,231,102,391,250
ENSMUSG00000033809,290,201,176,165
ENSMUSG00000115219,16,5,14,6
ENSMUSG00000022857,0,2,0,0
ENSMUSG00000085094,0,0,0,0
ENSMUSG00000102791,0,0,0,0
ENSMUSG00000097552,0,0,0,0
ENSMUSG00000101810,0,0,0,0
ENSMUSG00000088476,0,0,0,0
ENSMUSG00002076249,0,0,0,0
ENSMUSG00000116918,0,0,0,0
ENSMUSG00000116559,0,0,0,0
ENSMUSG00000116566,0,0,0,0
ENSMUSG00000022762,103,47,226,190
ENSMUSG00002076261,0,0,0,0
ENSMUSG00000116888,0,0,0,0
ENSMUSG00000116735,0,0,4,0
ENSMUSG00000116803,0,0,0,0
ENSMUSG00000116954,0,0,0,0
ENSMUSG00000116909,0,0,0,0
ENSMUSG00000116865,0,0,0,0
ENSMUSG00000116678,0,0,0,0
ENSMUSG00000116937,0,0,0,0
ENSMUSG00000071475,0,0,0,0
ENSMUSG00000116533,0,0,0,0
ENSMUSG00000116745,0,0,0,0
ENSMUSG00000115293,0,0,0,0
ENSMUSG00000051146,258,192,128,115
ENSMUSG00000022842,11,9,43,39
ENSMUSG00000006998,6443,5324,4911,4032
ENSMUSG00000090319,2,2,8,0
ENSMUSG00000041134,34,10,93,65
ENSMUSG00000089698,24,54,28,18
ENSMUSG00000116972,22,20,3,2
ENSMUSG00000022893,392,265,263,147
ENSMUSG00000116586,0,0,0,0
ENSMUSG00000022894,132,88,76,88
ENSMUSG00000116669,0,0,0,0
ENSMUSG00000116556,0,0,0,0
ENSMUSG00000116799,0,0,0,0
ENSMUSG00000116906,0,0,0,0
ENSMUSG00000089252,0,0,0,0
ENSMUSG00000116555,0,0,0,0
ENSMUSG00000116979,2,0,0,0
ENSMUSG00000044442,574,408,490,490
ENSMUSG00000052299,2602,2252,2124,2268
ENSMUSG00000065647,0,0,0,0
ENSMUSG00000041079,288,243,246,233
ENSMUSG00000025616,2006,1727,1647,1690
ENSMUSG00000025613,5049,4330,4702,3719
ENSMUSG00000077579,0,0,0,0
ENSMUSG00000090753,0,0,0,0
ENSMUSG00000025610,0,2,10,2
ENSMUSG00000064670,0,0,0,0
ENSMUSG00000025612,2090,1425,1337,1403
ENSMUSG00000088684,0,0,0,0
ENSMUSG00000055972,11,8,9,6
ENSMUSG00000022935,509,256,2595,1794
ENSMUSG00000116754,0,0,2,0
ENSMUSG00000116885,0,0,0,0
ENSMUSG00000116845,2,0,0,4
ENSMUSG00000055811,0,0,0,0
ENSMUSG00000050520,0,0,0,0
ENSMUSG00000116616,2,0,0,0
ENSMUSG00000050239,0,0,0,0
ENSMUSG00002076486,0,0,0,0
ENSMUSG00000045331,0,0,0,0
ENSMUSG00000071471,0,0,0,0
ENSMUSG00000090515,0,0,0,0
ENSMUSG00000116547,0,0,0,0
ENSMUSG00000050704,0,0,0,0
ENSMUSG00000056350,0,0,0,0
ENSMUSG00000050224,0,0,0,0
ENSMUSG00000068078,0,0,0,0
ENSMUSG00000048830,0,0,0,0
ENSMUSG00002075092,0,0,0,0
ENSMUSG00000116388,0,0,0,0
ENSMUSG00000116521,0,0,0,0
ENSMUSG00000116389,0,0,0,0
ENSMUSG00002075353,0,0,0,0
ENSMUSG00000116412,0,0,0,0
ENSMUSG00000115871,0,0,0,0
ENSMUSG00000009047,0,0,0,0
ENSMUSG00000116455,0,0,0,0
ENSMUSG00000116528,0,0,0,0
ENSMUSG00000116983,0,0,0,0
ENSMUSG00000116300,0,0,0,0
ENSMUSG00000116636,0,0,0,0
ENSMUSG00000116007,0,1,0,3
ENSMUSG00000088225,0,0,0,0
ENSMUSG00000051003,0,0,0,0
ENSMUSG00000074928,1,0,0,0
ENSMUSG00000108646,0,0,0,0
ENSMUSG00000108336,0,0,0,0
ENSMUSG00000118529,0,0,0,0
ENSMUSG00000022931,0,0,0,0
ENSMUSG00000060691,0,0,0,0
ENSMUSG00000057650,0,0,0,0
ENSMUSG00000060469,0,0,0,0
ENSMUSG00000043982,0,0,0,0
ENSMUSG00000051802,0,0,0,0
ENSMUSG00000048643,0,0,0,0
ENSMUSG00000057174,0,0,0,0
ENSMUSG00000096534,0,0,2,0
ENSMUSG00000116708,0,0,0,0
ENSMUSG00000095992,0,0,0,0
ENSMUSG00000068075,0,0,0,0
ENSMUSG00000058172,0,0,0,0
ENSMUSG00000068074,0,0,0,0
ENSMUSG00000062400,0,0,0,0
ENSMUSG00000068073,0,0,0,0
ENSMUSG00000057855,0,0,0,0
ENSMUSG00000068071,0,0,0,0
ENSMUSG00000022534,0,0,0,0
ENSMUSG00000059113,0,0,0,0
ENSMUSG00000095834,0,0,0,0
ENSMUSG00000044227,0,0,0,0
ENSMUSG00000068068,0,0,0,0
ENSMUSG00000068067,0,0,0,0
ENSMUSG00000022529,2552,2111,1726,1759
ENSMUSG00000115961,5,2,8,7
ENSMUSG00000118410,0,1,6,0
ENSMUSG00000059043,0,0,0,0
ENSMUSG00000054939,400,304,222,333
ENSMUSG00000039789,974,634,818,826
ENSMUSG00000005982,1967,1704,1489,1105
ENSMUSG00000093575,1,0,2,0
ENSMUSG00000005983,297,271,106,106
ENSMUSG00000014232,762,640,434,547
ENSMUSG00000103481,9,5,0,0
ENSMUSG00000083579,28,9,10,10
ENSMUSG00002075532,3,2,0,0
ENSMUSG00000081809,42,29,16,24
ENSMUSG00000085048,32,22,0,0
ENSMUSG00000049871,52,22,74,57
ENSMUSG00000039738,2349,1821,1482,1588
ENSMUSG00000084790,168,80,162,144
ENSMUSG00000005980,54,32,0,0
ENSMUSG00000045983,10141,7136,6441,6143
ENSMUSG00000077239,3,0,1,0
ENSMUSG00000005981,2308,2069,1703,1526
ENSMUSG00002076443,3,1,3,1
ENSMUSG00000116301,0,0,0,0
ENSMUSG00000050821,222,151,145,144
ENSMUSG00000022521,5062,3111,3115,3041
ENSMUSG00000103937,12,20,6,6
ENSMUSG00000089645,0,0,0,0
ENSMUSG00000005580,531,364,251,344
ENSMUSG00000084304,3,4,2,1
ENSMUSG00000022843,1429,1012,926,942
ENSMUSG00000022519,164,100,140,100
ENSMUSG00000083585,0,0,0,0
ENSMUSG00000021018,307,294,236,202
ENSMUSG00000005718,132,98,68,62
ENSMUSG00000014303,1527,790,992,992
ENSMUSG00000014301,968,794,361,295
ENSMUSG00000022847,8,0,6,8
ENSMUSG00000039637,2623,2139,1859,1976
ENSMUSG00000039646,1135,961,649,556
ENSMUSG00000006958,37,12,48,60
ENSMUSG00000065372,0,0,0,0
ENSMUSG00000116776,0,0,0,0
ENSMUSG00000116922,0,0,0,0
ENSMUSG00000116721,0,0,0,0
ENSMUSG00000099764,1054,863,913,535
ENSMUSG00000116850,0,0,0,0
ENSMUSG00000116659,0,0,0,0
ENSMUSG00000116732,0,0,0,0
ENSMUSG00000116592,0,0,0,0
ENSMUSG00000116710,0,0,0,0
ENSMUSG00000086936,0,0,0,0
ENSMUSG00000116731,0,0,0,0
ENSMUSG00000090356,0,0,0,0
ENSMUSG00000004069,1875,1674,1187,1208
ENSMUSG00000005958,498,321,290,190
ENSMUSG00000116843,0,0,0,0
ENSMUSG00000096918,0,0,0,0
ENSMUSG00000098400,0,0,0,0
ENSMUSG00000063445,398,265,370,249
ENSMUSG00000004070,959,701,772,630
ENSMUSG00000086944,10,0,2,2
ENSMUSG00000004071,5545,4248,3526,3390
ENSMUSG00000086464,6,6,0,0
ENSMUSG00000022518,18,8,2,0
ENSMUSG00000039568,2139,1760,489,531
ENSMUSG00000022517,3907,2700,2819,2116
ENSMUSG00000097397,110,44,6,12
ENSMUSG00000022516,1060,801,663,655
ENSMUSG00000022515,3149,2688,1706,1941
ENSMUSG00000022542,0,0,0,0
ENSMUSG00000096215,0,0,0,0
ENSMUSG00000106967,76,45,0,2
ENSMUSG00000022540,3104,2595,2420,1941
ENSMUSG00000022536,6361,4932,5931,5275
ENSMUSG00000033653,2684,2278,2127,1781
ENSMUSG00000043391,11055,7008,8911,8312
ENSMUSG00000022853,144,85,151,126
ENSMUSG00002075139,0,0,0,0
ENSMUSG00000039473,4451,3631,2779,2883
ENSMUSG00000077367,0,0,0,0
ENSMUSG00000097290,982,780,984,954
ENSMUSG00000039457,5,0,4,2
ENSMUSG00000091712,18,25,27,29
ENSMUSG00000033618,1814,1312,1326,1631
ENSMUSG00000116862,2,3,2,0
ENSMUSG00000116535,2,8,0,0
ENSMUSG00000097401,52,57,40,19
ENSMUSG00000117327,69,88,56,29
ENSMUSG00000022856,144,121,146,126
ENSMUSG00000023143,162,148,80,101
ENSMUSG00000051669,14,8,217,112
ENSMUSG00000098675,0,0,0,2
ENSMUSG00002076913,0,0,0,0
ENSMUSG00002075571,0,0,0,0
ENSMUSG00000039427,1159,1168,589,642
ENSMUSG00000044626,4,0,4,4
ENSMUSG00000022544,1153,886,368,421
ENSMUSG00000087168,29,37,46,62
ENSMUSG00002076865,0,0,0,0
ENSMUSG00000022855,5155,4490,3414,3425
ENSMUSG00000068487,2,2,2,0
ENSMUSG00000033581,756,726,243,325
ENSMUSG00000064686,0,0,0,0
ENSMUSG00000043870,0,0,2,0
ENSMUSG00000098043,0,0,0,1
ENSMUSG00000116761,0,0,0,0
ENSMUSG00000008658,151,99,164,206
ENSMUSG00000101481,0,0,0,0
ENSMUSG00000115989,0,0,0,0
ENSMUSG00000116450,0,0,0,0
ENSMUSG00000116151,0,0,0,0
ENSMUSG00002075614,0,0,0,0
ENSMUSG00000089593,0,0,0,0
ENSMUSG00000077152,0,0,0,0
ENSMUSG00000022715,0,0,2,2
ENSMUSG00002076758,0,0,0,0
ENSMUSG00000039345,504,485,422,290
ENSMUSG00000077557,1,0,0,0
ENSMUSG00000022858,4292,3995,3909,3047
ENSMUSG00000082241,1,4,0,0
ENSMUSG00000116857,0,0,0,0
ENSMUSG00000013089,1285,1150,472,315
ENSMUSG00000057880,1551,1003,1365,909
ENSMUSG00002075670,0,0,0,0
ENSMUSG00000083505,4,0,0,0
ENSMUSG00000116095,4,2,3,0
ENSMUSG00000043140,1648,1544,1237,1412
ENSMUSG00000022861,10,2,17,21
ENSMUSG00000089874,0,0,0,0
ENSMUSG00000116847,2,0,0,0
ENSMUSG00000099071,0,0,0,0
ENSMUSG00000116580,0,0,0,0
ENSMUSG00000116738,0,0,0,0
ENSMUSG00000089663,2,0,4,0
ENSMUSG00000022711,1060,873,779,805
ENSMUSG00002076030,0,0,0,0
ENSMUSG00000098448,0,0,0,0
ENSMUSG00000116603,0,0,0,0
ENSMUSG00000033501,0,0,0,0
ENSMUSG00000008393,485,262,450,236
ENSMUSG00000107252,0,0,1,3
ENSMUSG00000004462,738,620,573,552
ENSMUSG00000004460,2706,2465,2348,1501
ENSMUSG00000022710,6966,4975,5381,4839
ENSMUSG00000022868,0,0,0,0
ENSMUSG00000084737,0,0,0,0
ENSMUSG00000022507,1986,1599,1361,1568
ENSMUSG00002075441,0,0,0,0
ENSMUSG00000068674,2,0,0,0
ENSMUSG00000116525,0,4,0,0
ENSMUSG00000116352,1,0,0,0
ENSMUSG00000116426,0,0,0,0
ENSMUSG00000116469,0,0,0,0
ENSMUSG00000116348,2,2,6,6
ENSMUSG00000116123,0,0,0,0
ENSMUSG00000022871,0,0,2,0
ENSMUSG00000039209,0,0,0,0
ENSMUSG00000115943,0,0,0,0
ENSMUSG00000022877,0,0,0,0
ENSMUSG00000039200,0,0,0,0
ENSMUSG00000089563,0,0,0,0
ENSMUSG00000116187,0,0,0,0
ENSMUSG00002076434,0,0,0,0
ENSMUSG00000060459,0,0,0,0
ENSMUSG00000090021,666,537,512,564
ENSMUSG00000116996,0,0,0,0
ENSMUSG00000022505,9,24,16,12
ENSMUSG00002076182,0,0,0,0
ENSMUSG00000116637,13,5,0,0
ENSMUSG00000116270,2,0,0,0
ENSMUSG00000039179,8,10,2,6
ENSMUSG00000022503,1197,1041,569,495
ENSMUSG00000050908,581,439,513,406
ENSMUSG00000022875,0,0,0,0
ENSMUSG00000116625,0,0,0,2
ENSMUSG00000022504,30,23,0,0
ENSMUSG00000038055,596,536,333,233
ENSMUSG00000022884,10107,9583,8445,7728
ENSMUSG00000088524,0,0,0,0
ENSMUSG00000064880,0,0,0,0
ENSMUSG00002076817,0,0,0,0
ENSMUSG00000087935,0,0,0,0
ENSMUSG00000064382,0,0,0,0
ENSMUSG00000065208,18,11,8,20
ENSMUSG00000022881,267,270,261,187
ENSMUSG00000116540,0,0,0,0
ENSMUSG00000022878,2,0,0,2
ENSMUSG00000084299,0,0,0,0
ENSMUSG00000081988,0,0,0,0
ENSMUSG00000045231,5,2,8,8
ENSMUSG00000022885,242,98,208,126
ENSMUSG00002076223,0,0,0,0
ENSMUSG00002075651,0,0,0,0
ENSMUSG00000033383,0,0,0,0
ENSMUSG00000022887,0,10,9,8
ENSMUSG00000116481,0,0,0,0
ENSMUSG00000109783,0,0,0,2
ENSMUSG00000033355,2,0,7,4
ENSMUSG00000033306,448,279,416,363
ENSMUSG00000068663,3310,2325,1860,1673
ENSMUSG00000116875,246,232,166,191
ENSMUSG00000065494,0,0,0,0
ENSMUSG00000077602,1,0,0,0
ENSMUSG00000048399,0,0,0,0
ENSMUSG00000116828,0,0,0,0
ENSMUSG00000022498,1834,1391,1217,1253
ENSMUSG00000037965,4857,3745,4146,4591
ENSMUSG00002076173,30,24,0,0
ENSMUSG00000064565,4,2,0,0
ENSMUSG00000096959,10,6,21,11
ENSMUSG00000080790,0,0,0,0
ENSMUSG00000081052,8,0,10,8
ENSMUSG00000005846,3889,3280,3170,2785
ENSMUSG00000022510,0,0,2,0
ENSMUSG00000062203,5336,4156,3752,3830
ENSMUSG00000088544,0,0,0,0
ENSMUSG00000022496,4,4,0,0
ENSMUSG00000065333,0,0,0,0
ENSMUSG00000098103,0,0,0,0
ENSMUSG00000090257,16,2,0,0
ENSMUSG00000038168,131,80,175,125
ENSMUSG00000090203,0,0,0,0
